customer_id,segment_name,recency_days,frequency_180d,monetary_180d,r_score,f_score,m_score,sessions_30d,campaign_clicks_30d,ticket_count_90d,return_rate_180d,avg_discount_pct_180d,category_diversity_180d,manual_priority_bucket
CUST00596,Discount-Sensitive,50,1.0,503.66,3,2,2,13,1,1.0,0.0,0.48,1.0,medium
CUST00597,Service Recovery,52,1.0,1256.0,3,2,4,0,0,1.0,0.0,0.35,1.0,high
CUST00598,Growth Potential,7,1.0,545.96,5,2,2,20,3,0.0,0.0,0.23,1.0,low
CUST00599,Dormant At-Risk,169,2.0,2008.7400000000002,1,4,5,2,1,0.0,0.0,0.095,2.0,high
CUST00600,Mixed Watchlist,263,0.0,0.0,1,1,1,3,0,0.0,0.0,0.0,0.0,high
CUST00601,Mixed Watchlist,70,1.0,537.85,3,2,2,8,3,0.0,0.0,0.04,1.0,medium
CUST00602,Discount-Sensitive,91,1.0,171.18,2,2,1,5,1,0.0,0.0,0.57,1.0,high
CUST00603,Loyal Core,10,6.0,3515.31,5,5,5,12,1,2.0,0.0,0.3383333333333334,3.0,medium
CUST00604,Dormant At-Risk,90,1.0,761.72,2,2,3,2,1,0.0,0.0,0.18,1.0,high
CUST00605,Mixed Watchlist,160,2.0,1049.15,1,4,3,8,0,0.0,0.0,0.135,2.0,high
CUST00606,Mixed Watchlist,120,1.0,240.15,2,2,1,7,0,0.0,0.0,0.24,1.0,high
CUST00607,Mixed Watchlist,249,0.0,0.0,1,1,1,9,0,0.0,0.0,0.0,0.0,high
CUST00608,Champions,27,2.0,1397.1,4,4,4,7,0,1.0,0.0,0.36,1.0,medium
CUST00609,Champions,6,5.0,4581.16,5,5,5,6,1,0.0,0.0,0.40599999999999997,3.0,low
CUST00610,Loyal Core,22,3.0,3213.04,4,5,5,10,0,1.0,0.3333333333333333,0.34,3.0,medium
CUST00611,Mixed Watchlist,235,0.0,0.0,1,1,1,5,0,0.0,0.0,0.0,0.0,high
CUST00612,Mixed Watchlist,48,2.0,2120.98,3,4,5,9,0,0.0,0.0,0.35,2.0,medium
CUST00613,Loyal Core,4,4.0,2969.31,5,5,5,14,0,2.0,0.0,0.435,4.0,medium
CUST00614,Dormant At-Risk,196,0.0,0.0,1,1,1,1,1,0.0,0.0,0.0,0.0,high
CUST00615,Growth Potential,34,1.0,446.03,4,2,2,4,1,1.0,1.0,0.17,1.0,medium
CUST00616,Loyal Core,36,2.0,1139.9099999999999,4,4,3,10,0,1.0,0.0,0.16499999999999998,2.0,medium
CUST00617,Champions,14,6.0,4116.99,5,5,5,8,0,0.0,0.0,0.385,3.0,low
CUST00618,Mixed Watchlist,92,2.0,1570.53,2,4,4,8,3,0.0,0.0,0.21500000000000002,2.0,high
CUST00619,Loyal Core,2,2.0,925.3600000000001,5,4,3,8,0,0.0,0.0,0.21500000000000002,1.0,low
CUST00620,Service Recovery,90,1.0,449.48,2,2,2,17,2,1.0,0.0,0.26,1.0,high
CUST00621,Mixed Watchlist,92,1.0,348.53,2,2,1,6,1,0.0,0.0,0.29,1.0,high
CUST00622,Dormant At-Risk,180,1.0,1369.13,1,2,4,1,3,0.0,0.0,0.18,1.0,high
CUST00623,Mixed Watchlist,108,4.0,1945.71,2,5,5,18,2,0.0,0.25,0.3225,4.0,high
CUST00624,Mixed Watchlist,232,0.0,0.0,1,1,1,4,0,0.0,0.0,0.0,0.0,high
CUST00625,Mixed Watchlist,66,3.0,1716.26,3,5,4,2,0,0.0,0.0,0.38666666666666666,2.0,medium
CUST00626,Champions,9,2.0,1214.38,5,4,4,12,0,1.0,0.0,0.23,1.0,medium
CUST00627,Mixed Watchlist,75,1.0,403.11,3,2,2,6,1,0.0,0.0,0.28,1.0,medium
CUST00628,Discount-Sensitive,59,1.0,232.57,3,2,1,9,1,1.0,0.0,0.58,1.0,medium
CUST00629,Growth Potential,44,1.0,442.4,4,2,2,2,1,0.0,0.0,0.42,1.0,medium
CUST00630,Mixed Watchlist,93,2.0,1967.63,2,4,5,20,1,0.0,0.0,0.28500000000000003,2.0,high
CUST00631,Mixed Watchlist,68,3.0,1238.87,3,5,4,0,0,0.0,0.0,0.49,2.0,medium
CUST00632,Discount-Sensitive,61,1.0,1078.63,3,2,3,11,1,0.0,0.0,0.45,1.0,medium
CUST00633,Growth Potential,33,1.0,1619.36,4,2,4,4,1,0.0,0.0,0.17,1.0,low
CUST00634,Dormant At-Risk,118,2.0,727.14,2,4,3,1,0,0.0,0.0,0.23,1.0,high
CUST00635,Discount-Sensitive,134,1.0,1016.46,2,2,3,1,1,0.0,0.0,0.35,1.0,high
CUST00636,Mixed Watchlist,72,2.0,2158.95,3,4,5,1,0,0.0,0.0,0.195,2.0,medium
CUST00637,Mixed Watchlist,60,1.0,928.75,3,2,3,1,0,0.0,0.0,0.56,1.0,high
CUST00638,Dormant At-Risk,173,1.0,300.91,1,2,1,0,0,0.0,0.0,0.33,1.0,high
CUST00639,Dormant At-Risk,369,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST00640,Dormant At-Risk,130,1.0,641.86,2,2,2,0,1,0.0,0.0,0.28,1.0,high
CUST00641,Champions,35,3.0,1518.18,4,5,4,5,1,0.0,0.0,0.3033333333333333,3.0,low
CUST00642,Champions,18,3.0,1654.45,5,5,4,4,0,0.0,0.0,0.4066666666666667,2.0,low
CUST00643,Mixed Watchlist,155,1.0,1091.34,1,2,3,14,1,0.0,0.0,0.26,1.0,high
CUST00644,Mixed Watchlist,78,2.0,715.36,3,4,3,0,3,0.0,0.0,0.28500000000000003,2.0,high
CUST00645,Dormant At-Risk,252,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,high
CUST00646,Mixed Watchlist,117,1.0,624.08,2,2,2,5,0,0.0,0.0,0.07,1.0,high
CUST00647,Mixed Watchlist,64,1.0,507.52,3,2,2,2,0,1.0,0.0,0.13,1.0,medium
CUST00648,Growth Potential,31,1.0,1298.17,4,2,4,3,3,0.0,0.0,0.13,1.0,low
CUST00649,Mixed Watchlist,124,1.0,364.41,2,2,1,5,0,0.0,0.0,0.34,1.0,high
CUST00650,Mixed Watchlist,59,2.0,2193.25,3,4,5,6,0,0.0,0.0,0.345,2.0,medium
CUST00651,Champions,34,2.0,2189.98,4,4,5,6,2,0.0,0.0,0.395,2.0,low
CUST00652,Discount-Sensitive,75,2.0,2138.43,3,4,5,13,2,0.0,0.0,0.505,2.0,medium
CUST00653,Champions,32,2.0,2037.83,4,4,5,19,0,0.0,0.0,0.235,2.0,low
CUST00654,Loyal Core,8,4.0,4671.99,5,5,5,8,0,2.0,0.5,0.11,4.0,medium
CUST00655,Mixed Watchlist,79,1.0,631.53,3,2,2,0,0,0.0,0.0,0.11,1.0,high
CUST00656,Mixed Watchlist,67,2.0,1360.96,3,4,4,16,0,0.0,0.0,0.24,2.0,medium
CUST00657,Discount-Sensitive,63,2.0,674.97,3,4,2,5,1,1.0,0.5,0.38,2.0,medium
CUST00658,Mixed Watchlist,219,0.0,0.0,1,1,1,3,1,0.0,0.0,0.0,0.0,high
CUST00659,Growth Potential,16,1.0,883.27,5,2,3,21,4,0.0,0.0,0.37,1.0,low
CUST00660,Growth Potential,43,1.0,573.43,4,2,2,7,2,0.0,0.0,0.16,1.0,medium
CUST00661,Dormant At-Risk,180,1.0,415.44,1,2,2,1,0,0.0,0.0,0.44,1.0,high
CUST00662,Dormant At-Risk,124,1.0,852.96,2,2,3,2,0,0.0,0.0,0.27,1.0,high
CUST00663,Mixed Watchlist,64,3.0,1861.8999999999999,3,5,4,14,0,0.0,0.0,0.39999999999999997,2.0,medium
CUST00664,Mixed Watchlist,20,1.0,237.27,5,2,1,1,0,1.0,0.0,0.34,1.0,high
CUST00665,Loyal Core,35,3.0,1936.8,4,5,5,3,0,1.0,0.3333333333333333,0.23666666666666666,2.0,medium
CUST00666,Growth Potential,3,1.0,540.99,5,2,2,1,1,1.0,0.0,0.32,1.0,high
CUST00667,Loyal Core,25,2.0,1406.34,4,4,4,7,0,0.0,0.5,0.22,2.0,low
CUST00668,Loyal Core,42,2.0,952.4100000000001,4,4,3,3,0,0.0,0.0,0.16,2.0,medium
CUST00669,Mixed Watchlist,57,3.0,2774.7599999999998,3,5,5,1,0,0.0,0.0,0.24333333333333332,3.0,medium
CUST00670,Dormant At-Risk,242,0.0,0.0,1,1,1,0,1,0.0,0.0,0.0,0.0,high
CUST00671,Champions,2,3.0,2568.33,5,5,5,13,0,0.0,0.0,0.34,2.0,low
CUST00672,Discount-Sensitive,141,1.0,434.37,2,2,2,10,3,0.0,0.0,0.47,1.0,high
CUST00673,Discount-Sensitive,118,1.0,1297.2,2,2,4,1,1,0.0,0.0,0.36,1.0,high
CUST00674,Mixed Watchlist,56,5.0,2521.51,3,5,5,14,0,0.0,0.0,0.28,4.0,medium
CUST00675,Mixed Watchlist,130,2.0,4218.15,2,4,5,8,1,0.0,0.0,0.235,1.0,high
CUST00676,Growth Potential,6,1.0,714.17,5,2,3,9,2,1.0,0.0,0.4,1.0,medium
CUST00677,Mixed Watchlist,6,1.0,291.61,5,2,1,1,0,0.0,0.0,0.36,1.0,high
CUST00678,Dormant At-Risk,196,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST00679,Mixed Watchlist,83,3.0,2474.75,3,5,5,3,3,0.0,0.0,0.33666666666666667,3.0,high
CUST00680,Dormant At-Risk,215,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST00681,Dormant At-Risk,211,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST00682,Growth Potential,19,1.0,1238.23,5,2,4,6,1,1.0,0.0,0.17,1.0,medium
CUST00683,Champions,0,3.0,3422.7,5,5,5,7,1,1.0,0.0,0.25,2.0,medium
CUST00684,Dormant At-Risk,140,1.0,547.13,2,2,2,2,0,0.0,0.0,0.34,1.0,high
CUST00685,Growth Potential,2,1.0,1158.09,5,2,3,3,1,0.0,0.0,0.44,1.0,low
CUST00686,Mixed Watchlist,127,1.0,318.48,2,2,1,21,1,0.0,0.0,0.31,1.0,high
CUST00687,Dormant At-Risk,117,3.0,2804.77,2,5,5,1,0,0.0,0.0,0.31,3.0,high
CUST00688,Loyal Core,13,4.0,2214.44,5,5,5,1,0,1.0,0.25,0.265,4.0,medium
CUST00689,Mixed Watchlist,70,4.0,4514.3099999999995,3,5,5,13,0,0.0,0.0,0.1,4.0,medium
CUST00690,Champions,4,3.0,3098.92,5,5,5,11,3,0.0,0.0,0.30333333333333334,2.0,low
CUST00691,Discount-Sensitive,61,2.0,1222.65,3,4,4,14,3,0.0,0.0,0.52,1.0,medium
CUST00692,Discount-Sensitive,58,1.0,269.14,3,2,1,0,1,0.0,0.0,0.48,1.0,high
CUST00693,Dormant At-Risk,147,1.0,804.56,2,2,3,0,0,0.0,0.0,0.27,1.0,high
CUST00694,Mixed Watchlist,74,1.0,345.14,3,2,1,14,0,0.0,0.0,0.23,1.0,medium
CUST00695,Mixed Watchlist,198,0.0,0.0,1,1,1,4,0,0.0,0.0,0.0,0.0,high
CUST00696,Loyal Core,40,2.0,796.1500000000001,4,4,3,1,0,0.0,0.0,0.315,2.0,medium
CUST00697,Dormant At-Risk,247,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST00698,Loyal Core,14,3.0,2572.7200000000003,5,5,5,11,0,2.0,0.3333333333333333,0.27,2.0,medium
CUST00699,Mixed Watchlist,47,4.0,2191.5099999999998,3,5,5,15,0,0.0,0.0,0.3825,4.0,medium
CUST00700,Mixed Watchlist,49,1.0,345.91,3,2,1,1,0,0.0,0.0,0.22,1.0,high
CUST00701,Mixed Watchlist,122,1.0,892.63,2,2,3,10,0,0.0,0.0,0.0,1.0,high
CUST00702,Service Recovery,77,1.0,357.55,3,2,1,2,0,1.0,0.0,0.11,1.0,high
CUST00703,Mixed Watchlist,104,1.0,360.06,2,2,1,3,0,0.0,0.0,0.31,1.0,high
CUST00704,Loyal Core,22,2.0,1084.3400000000001,4,4,3,12,0,0.0,0.0,0.345,2.0,low
CUST00705,Service Recovery,12,1.0,872.61,5,2,3,1,0,1.0,1.0,0.0,1.0,high
CUST00706,Mixed Watchlist,2,1.0,439.07,5,2,2,2,0,0.0,0.0,0.33,1.0,low
CUST00707,Mixed Watchlist,189,0.0,0.0,1,1,1,10,0,0.0,0.0,0.0,0.0,high
CUST00708,Champions,45,4.0,2683.09,4,5,5,5,0,1.0,0.0,0.305,3.0,medium
CUST00709,Dormant At-Risk,129,1.0,1966.47,2,2,5,0,0,0.0,0.0,0.13,1.0,high
CUST00710,Champions,16,4.0,2426.17,5,5,5,8,0,0.0,0.0,0.275,4.0,low
CUST00711,Champions,19,5.0,4117.05,5,5,5,10,2,1.0,0.0,0.41600000000000004,2.0,medium
CUST00712,Mixed Watchlist,4,1.0,676.24,5,2,2,2,0,0.0,0.0,0.2,1.0,low
CUST00713,Loyal Core,3,4.0,3625.93,5,5,5,10,0,2.0,0.25,0.31,3.0,medium
CUST00714,Loyal Core,40,3.0,1036.94,4,5,3,2,1,1.0,0.3333333333333333,0.49666666666666665,2.0,medium
CUST00715,Loyal Core,25,3.0,954.63,4,5,3,4,0,0.0,0.0,0.5166666666666666,3.0,low
CUST00716,Champions,6,3.0,1449.24,5,5,4,14,2,1.0,0.0,0.29,3.0,medium
CUST00717,Mixed Watchlist,0,1.0,884.85,5,2,3,6,0,0.0,0.0,0.31,1.0,low
CUST00718,Dormant At-Risk,117,1.0,348.64,2,2,1,2,1,0.0,0.0,0.2,1.0,high
CUST00719,Dormant At-Risk,168,1.0,461.68,1,2,2,2,0,0.0,0.0,0.41,1.0,high
CUST00720,Dormant At-Risk,291,0.0,0.0,1,1,1,1,1,0.0,0.0,0.0,0.0,high
CUST00721,Growth Potential,14,1.0,1856.99,5,2,4,8,1,0.0,0.0,0.1,1.0,low
CUST00722,Service Recovery,30,1.0,256.54,4,2,1,1,0,1.0,1.0,0.6,1.0,high
CUST00723,Mixed Watchlist,69,1.0,546.81,3,2,2,7,1,0.0,0.0,0.1,1.0,medium
CUST00724,Loyal Core,8,2.0,1014.94,5,4,3,8,2,0.0,0.0,0.12,2.0,low
CUST00725,Dormant At-Risk,141,2.0,950.51,2,4,3,0,0,0.0,0.0,0.39,2.0,high
CUST00726,Mixed Watchlist,98,4.0,4849.51,2,5,5,10,0,0.0,0.25,0.33999999999999997,4.0,high
CUST00727,Loyal Core,8,4.0,2696.01,5,5,5,10,2,0.0,0.25,0.3425,2.0,low
CUST00728,Service Recovery,66,1.0,396.38,3,2,2,6,0,1.0,1.0,0.22,1.0,medium
CUST00729,Discount-Sensitive,140,1.0,1324.83,2,2,4,1,1,0.0,0.0,0.38,1.0,high
CUST00730,Mixed Watchlist,232,0.0,0.0,1,1,1,3,0,0.0,0.0,0.0,0.0,high
CUST00731,Discount-Sensitive,136,1.0,433.67,2,2,2,2,1,0.0,0.0,0.42,1.0,high
CUST00732,Growth Potential,6,1.0,402.61,5,2,2,6,1,1.0,0.0,0.13,1.0,medium
CUST00733,Mixed Watchlist,66,1.0,376.53,3,2,2,5,0,0.0,0.0,0.31,1.0,medium
CUST00734,Mixed Watchlist,89,2.0,2020.81,2,4,5,6,0,0.0,0.0,0.38,2.0,high
CUST00735,Champions,12,2.0,1244.28,5,4,4,1,0,0.0,0.0,0.42000000000000004,1.0,low
CUST00736,Mixed Watchlist,66,3.0,1727.68,3,5,4,3,0,0.0,0.0,0.35333333333333333,3.0,medium
CUST00737,Mixed Watchlist,24,1.0,872.88,4,2,3,1,0,0.0,0.0,0.16,1.0,high
CUST00738,Service Recovery,78,1.0,545.24,3,2,2,8,2,1.0,1.0,0.18,1.0,high
CUST00739,Growth Potential,24,1.0,1047.95,4,2,3,8,1,0.0,0.0,0.27,1.0,low
CUST00740,Mixed Watchlist,261,0.0,0.0,1,1,1,5,2,0.0,0.0,0.0,0.0,high
CUST00741,Mixed Watchlist,225,0.0,0.0,1,1,1,3,1,0.0,0.0,0.0,0.0,high
CUST00742,Mixed Watchlist,49,1.0,441.54,3,2,2,5,0,0.0,0.0,0.47,1.0,medium
CUST00743,Growth Potential,1,1.0,1124.66,5,2,3,3,2,0.0,0.0,0.4,1.0,low
CUST00744,Mixed Watchlist,65,2.0,1108.58,3,4,3,2,2,0.0,0.0,0.14,1.0,medium
CUST00745,Growth Potential,1,1.0,1077.53,5,2,3,14,0,0.0,0.0,0.28,1.0,low
CUST00746,Dormant At-Risk,177,1.0,352.33,1,2,1,0,0,0.0,0.0,0.53,1.0,high
CUST00747,Growth Potential,11,1.0,1123.87,5,2,3,13,0,1.0,0.0,0.31,1.0,medium
CUST00748,Mixed Watchlist,58,3.0,2603.35,3,5,5,5,0,0.0,0.0,0.12333333333333334,2.0,medium
CUST00749,Growth Potential,11,1.0,872.34,5,2,3,13,3,0.0,0.0,0.41,1.0,low
CUST00750,Discount-Sensitive,49,2.0,962.3000000000001,3,4,3,8,1,0.0,0.0,0.39,1.0,medium
CUST00751,Growth Potential,15,1.0,657.24,5,2,2,8,1,0.0,0.0,0.21,1.0,low
CUST00752,Dormant At-Risk,97,2.0,1319.5500000000002,2,4,4,2,0,0.0,0.0,0.23500000000000001,2.0,high
CUST00753,Mixed Watchlist,143,1.0,1093.17,2,2,3,9,0,0.0,0.0,0.16,1.0,high
CUST00754,Champions,37,2.0,3639.05,4,4,5,18,1,0.0,0.0,0.13,2.0,medium
CUST00755,Mixed Watchlist,200,0.0,0.0,1,1,1,12,2,0.0,0.0,0.0,0.0,high
CUST00756,Dormant At-Risk,113,1.0,329.74,2,2,1,0,0,0.0,0.0,0.33,1.0,high
CUST00757,Growth Potential,8,1.0,481.24,5,2,2,4,1,0.0,0.0,0.33,1.0,low
CUST00758,Mixed Watchlist,78,3.0,1129.62,3,5,3,13,1,0.0,0.0,0.31,2.0,high
CUST00759,Champions,38,2.0,1562.24,4,4,4,4,0,0.0,0.0,0.26,2.0,medium
CUST00760,Dormant At-Risk,162,1.0,368.74,1,2,1,1,0,0.0,1.0,0.32,1.0,high
CUST00761,Dormant At-Risk,193,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST00762,Loyal Core,46,2.0,2784.5699999999997,4,4,5,8,0,0.0,0.5,0.24,2.0,medium
CUST00763,Dormant At-Risk,188,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,high
CUST00764,Champions,23,2.0,1414.13,4,4,4,8,0,0.0,0.0,0.145,2.0,low
CUST00765,Dormant At-Risk,98,2.0,2264.58,2,4,5,2,0,0.0,0.0,0.385,1.0,high
CUST00766,Mixed Watchlist,166,1.0,389.83,1,2,2,7,0,0.0,0.0,0.3,1.0,high
CUST00767,Service Recovery,75,1.0,468.97,3,2,2,7,3,1.0,0.0,0.32,1.0,medium
CUST00768,Champions,21,2.0,1483.56,4,4,4,3,0,1.0,0.0,0.175,1.0,medium
CUST00769,Loyal Core,18,2.0,971.74,5,4,3,2,0,0.0,0.0,0.275,2.0,low
CUST00770,Champions,27,3.0,2711.16,4,5,5,12,1,1.0,0.0,0.19999999999999998,3.0,medium
CUST00771,Service Recovery,90,1.0,456.76,2,2,2,8,0,1.0,0.0,0.41,1.0,high
CUST00772,Mixed Watchlist,190,0.0,0.0,1,1,1,9,1,0.0,0.0,0.0,0.0,high
CUST00773,Mixed Watchlist,71,1.0,658.94,3,2,2,4,0,0.0,0.0,0.1,1.0,medium
CUST00774,Dormant At-Risk,101,1.0,364.21,2,2,1,2,0,0.0,0.0,0.15,1.0,high
CUST00775,Growth Potential,23,1.0,1298.92,4,2,4,8,2,0.0,0.0,0.23,1.0,low
CUST00776,Dormant At-Risk,135,1.0,547.9,2,2,2,0,0,0.0,0.0,0.27,1.0,high
CUST00777,Growth Potential,10,1.0,720.41,5,2,3,2,1,0.0,0.0,0.32,1.0,low
CUST00778,Dormant At-Risk,331,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST00779,Growth Potential,6,1.0,416.15,5,2,2,3,1,0.0,0.0,0.49,1.0,low
CUST00780,Loyal Core,36,4.0,3232.4,4,5,5,12,0,2.0,0.25,0.29000000000000004,3.0,medium
CUST00781,Mixed Watchlist,49,1.0,442.8,3,2,2,4,0,0.0,0.0,0.38,1.0,medium
CUST00782,Dormant At-Risk,194,0.0,0.0,1,1,1,1,2,0.0,0.0,0.0,0.0,high
CUST00783,Mixed Watchlist,232,0.0,0.0,1,1,1,3,2,0.0,0.0,0.0,0.0,high
CUST00784,Champions,45,2.0,1269.12,4,4,4,11,1,0.0,0.0,0.355,2.0,medium
CUST00785,Champions,11,3.0,1464.91,5,5,4,5,0,0.0,0.0,0.4033333333333333,3.0,low
CUST00786,Dormant At-Risk,150,1.0,1030.43,1,2,3,1,0,0.0,0.0,0.16,1.0,high
CUST00787,Mixed Watchlist,48,3.0,2376.36,3,5,5,2,0,0.0,0.0,0.33,2.0,medium
CUST00788,Mixed Watchlist,49,1.0,1408.44,3,2,4,8,0,0.0,0.0,0.39,1.0,medium
CUST00789,Mixed Watchlist,55,1.0,753.6,3,2,3,1,0,0.0,0.0,0.36,1.0,high
CUST00790,Service Recovery,78,1.0,458.83,3,2,2,9,1,1.0,0.0,0.19,1.0,high
CUST00791,Dormant At-Risk,230,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,high
CUST00792,Mixed Watchlist,148,1.0,1395.21,1,2,4,4,0,0.0,0.0,0.18,1.0,high
CUST00793,Dormant At-Risk,113,1.0,1730.51,2,2,4,1,1,0.0,0.0,0.26,1.0,high
CUST00794,Mixed Watchlist,171,1.0,413.58,1,2,2,7,0,0.0,0.0,0.23,1.0,high
CUST00795,Dormant At-Risk,138,2.0,2258.74,2,4,5,2,0,0.0,0.0,0.16,2.0,high
CUST00796,Mixed Watchlist,151,1.0,1622.25,1,2,4,8,0,0.0,0.0,0.28,1.0,high
CUST00797,Growth Potential,9,1.0,408.27,5,2,2,7,1,0.0,0.0,0.16,1.0,low
CUST00798,Mixed Watchlist,57,2.0,1507.09,3,4,4,8,1,0.0,0.0,0.225,2.0,medium
CUST00799,Mixed Watchlist,56,2.0,738.9300000000001,3,4,3,2,0,0.0,0.0,0.365,2.0,medium
CUST00800,Champions,12,5.0,5040.63,5,5,5,7,2,0.0,0.0,0.188,3.0,low
CUST00801,Service Recovery,76,2.0,1510.24,3,4,4,1,0,1.0,0.0,0.22,2.0,high
CUST00802,Dormant At-Risk,201,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST00803,Mixed Watchlist,53,2.0,2106.41,3,4,5,2,2,0.0,0.0,0.32499999999999996,2.0,medium
CUST00804,Growth Potential,14,1.0,969.91,5,2,3,7,1,0.0,0.0,0.22,1.0,low
CUST00805,Growth Potential,41,1.0,780.79,4,2,3,8,0,0.0,0.0,0.11,1.0,medium
CUST00806,Growth Potential,21,1.0,976.95,4,2,3,11,0,0.0,0.0,0.46,1.0,low
CUST00807,Mixed Watchlist,112,1.0,594.61,2,2,2,4,0,0.0,0.0,0.25,1.0,high
CUST00808,Service Recovery,53,1.0,444.73,3,2,2,16,0,1.0,0.0,0.39,1.0,medium
CUST00809,Loyal Core,22,3.0,1886.26,4,5,4,12,4,1.0,0.3333333333333333,0.3133333333333333,2.0,medium
CUST00810,Dormant At-Risk,217,0.0,0.0,1,1,1,0,2,0.0,0.0,0.0,0.0,high
CUST00811,Dormant At-Risk,184,0.0,0.0,1,1,1,2,1,0.0,0.0,0.0,0.0,high
CUST00812,Dormant At-Risk,189,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,high
CUST00813,Champions,5,4.0,3695.8,5,5,5,11,3,1.0,0.0,0.17,1.0,medium
CUST00814,Mixed Watchlist,88,2.0,3500.93,2,4,5,14,0,0.0,0.0,0.245,2.0,high
CUST00815,Mixed Watchlist,137,2.0,2569.54,2,4,5,3,0,0.0,0.0,0.26,2.0,high
CUST00816,Service Recovery,59,2.0,2688.92,3,4,5,7,1,1.0,0.0,0.3,2.0,medium
CUST00817,Champions,9,7.0,6352.75,5,5,5,13,2,0.0,0.0,0.29714285714285715,4.0,low
CUST00818,Dormant At-Risk,147,1.0,988.84,2,2,3,1,0,0.0,0.0,0.12,1.0,high
CUST00819,Champions,28,4.0,2164.49,4,5,5,5,0,0.0,0.0,0.1775,2.0,low
CUST00820,Mixed Watchlist,189,0.0,0.0,1,1,1,4,2,0.0,0.0,0.0,0.0,high
CUST00821,Mixed Watchlist,94,1.0,409.56,2,2,2,6,0,1.0,0.0,0.36,1.0,high
CUST00822,Mixed Watchlist,76,3.0,1713.4699999999998,3,5,4,10,0,1.0,0.0,0.32666666666666666,3.0,high
CUST00823,Service Recovery,146,2.0,546.33,2,4,2,2,0,0.0,0.5,0.345,1.0,high
CUST00824,Mixed Watchlist,4,1.0,446.93,5,2,2,4,0,0.0,0.0,0.14,1.0,low
CUST00825,Mixed Watchlist,97,1.0,410.77,2,2,2,3,3,0.0,0.0,0.25,1.0,high
CUST00826,Mixed Watchlist,158,2.0,2063.86,1,4,5,9,0,0.0,0.0,0.265,2.0,high
CUST00827,Mixed Watchlist,57,1.0,1699.04,3,2,4,4,2,0.0,0.0,0.16,1.0,medium
CUST00828,Mixed Watchlist,90,1.0,355.91,2,2,1,5,0,0.0,0.0,0.39,1.0,high
CUST00829,Mixed Watchlist,62,4.0,3162.5200000000004,3,5,5,9,3,0.0,0.0,0.2775,3.0,medium
CUST00830,Loyal Core,19,2.0,1150.55,5,4,3,11,1,0.0,0.0,0.355,2.0,low
CUST00831,Loyal Core,6,2.0,994.8299999999999,5,4,3,11,1,2.0,0.0,0.375,2.0,medium
CUST00832,Growth Potential,0,1.0,716.8,5,2,3,9,3,0.0,0.0,0.16,1.0,low
CUST00833,Mixed Watchlist,67,1.0,1142.84,3,2,3,6,0,0.0,0.0,0.49,1.0,medium
CUST00834,Mixed Watchlist,2,1.0,971.01,5,2,3,6,0,0.0,0.0,0.27,1.0,low
CUST00835,Mixed Watchlist,157,3.0,1837.3,1,5,4,8,0,0.0,0.0,0.29,3.0,high
CUST00836,Champions,9,2.0,1640.21,5,4,4,7,0,0.0,0.0,0.29,2.0,low
CUST00837,Champions,15,3.0,2428.7799999999997,5,5,5,7,1,0.0,0.0,0.38666666666666666,2.0,low
CUST00838,Growth Potential,9,1.0,402.67,5,2,2,11,1,1.0,0.0,0.51,1.0,medium
CUST00839,Dormant At-Risk,162,2.0,860.28,1,4,3,2,0,0.0,0.0,0.2,2.0,high
CUST00840,Mixed Watchlist,58,3.0,3328.2799999999997,3,5,5,3,0,0.0,0.0,0.29,2.0,medium
CUST00841,Dormant At-Risk,99,6.0,5236.09,2,5,5,2,0,0.0,0.16666666666666666,0.18999999999999997,3.0,high
CUST00842,Service Recovery,71,2.0,1823.97,3,4,4,1,0,1.0,0.0,0.32999999999999996,1.0,medium
CUST00843,Growth Potential,45,1.0,803.69,4,2,3,1,2,1.0,1.0,0.4,1.0,high
CUST00844,Growth Potential,19,1.0,410.24,5,2,2,1,1,0.0,0.0,0.32,1.0,high
CUST00845,Service Recovery,96,1.0,777.67,2,2,3,4,0,1.0,0.0,0.56,1.0,high
CUST00846,Loyal Core,41,3.0,1899.26,4,5,4,15,0,1.0,0.3333333333333333,0.12,3.0,medium
CUST00847,Growth Potential,4,1.0,1420.5,5,2,4,12,5,0.0,0.0,0.5,1.0,low
CUST00848,Loyal Core,4,2.0,1094.36,5,4,3,8,1,0.0,0.0,0.28,1.0,low
CUST00849,Champions,6,4.0,2776.8599999999997,5,5,5,9,2,0.0,0.0,0.29500000000000004,4.0,low
CUST00850,Loyal Core,7,2.0,2278.0299999999997,5,4,5,5,0,1.0,0.5,0.355,2.0,medium
